drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
essential tremor <> ethanol,1,2,6,3,3,4,0,1,4,1
essential tremor <> propranolol,1,2,5,3,3,5,2,2,5,1
fabry disease <> at-1001,0,2,2,2,1,1,0,0,1,1
fabry disease <> lanreotide,0,2,2,2,1,1,0,0,1,1
fabry disease <> lanreotide acetate,0,2,2,2,1,1,0,0,1,1
fabry disease <> lucerastat,1,2,4,4,1,1,1,0,1,1
fabry disease <> migalastat,0,2,2,2,2,2,0,1,2,1
fabry disease <> migalastat hydrochloride,0,2,2,2,2,2,0,1,2,1
facial paralysis <> glucocorticoids,0,1,1,1,1,2,0,1,2,1
facial paralysis <> steroid,1,1,0,0,1,1,0,0,1,1
"familial amyloid neuropathy <> acid, taurochenodeoxycholic",0,1,0,2,1,3,0,0,2,1
familial amyloid neuropathy <> acoramidis,1,1,1,2,1,2,0,0,2,1
familial amyloid neuropathy <> diflunisal,0,0,0,2,2,2,0,0,0,1
familial amyloid neuropathy <> doxycycline,0,2,0,2,2,3,0,0,3,1
familial amyloid neuropathy <> taurursodiol,0,1,0,2,1,3,0,0,2,1
familial dilated cardiomyopathy <> metoprolol,0,1,1,2,2,2,1,1,0,1
familial restrictive cardiomyopathy <> albuterol,0,1,0,2,1,1,0,0,1,1
"febrile seizures, familial <> diazepam",1,2,3,4,3,4,3,0,4,1
"febrile seizures, familial <> melatonin",0,1,1,2,1,1,0,1,0,1
fibromyalgia <> bupivacaine,0,1,1,3,1,1,1,0,1,1
fibromyalgia <> cannabidiol,1,1,1,1,1,1,0,0,1,1
fibromyalgia <> lidocaine,1,1,1,0,1,1,0,0,1,1
fibromyalgia <> opioid,1,2,3,4,4,5,2,3,4,1
focal epilepsy <> aeds,0,2,4,4,3,4,2,2,2,1
focal epilepsy <> anti-epileptic,0,2,2,3,1,1,1,0,1,1
focal epilepsy <> anticonvulsant,1,0,1,1,1,1,0,0,0,1
focal epilepsy <> antiepileptic,1,1,2,3,2,3,0,1,1,1
focal epilepsy <> antiepileptic drug,1,1,1,2,1,1,0,1,0,1
focal epilepsy <> antiepileptic drugs,1,2,5,4,6,9,2,5,5,1
focal epilepsy <> bia 2-093,0,1,1,3,1,1,0,0,1,1
focal epilepsy <> carbamazepine,1,5,6,4,9,17,2,5,8,1
focal epilepsy <> carisbamate,1,1,1,1,1,1,0,0,1,1
focal epilepsy <> cenobamate,1,1,2,2,2,3,0,0,2,1
focal epilepsy <> clobazam,0,1,1,2,1,1,0,0,0,1
focal epilepsy <> diazepam,1,2,7,4,6,12,5,2,3,1
focal epilepsy <> eslicarbazepine,0,1,1,3,1,1,0,0,1,1
focal epilepsy <> eslicarbazepine acetate,0,1,1,3,1,1,0,0,1,1
focal epilepsy <> ezogabine,0,1,1,2,1,1,0,0,0,1
focal epilepsy <> felbamate,1,2,3,3,4,4,1,1,3,1
focal epilepsy <> lamotrigine,0,1,1,2,1,1,0,0,0,1
focal epilepsy <> levetiracetam,1,2,3,4,1,3,0,3,1,1
focal epilepsy <> naloxone,0,1,1,1,1,3,0,0,3,1
focal epilepsy <> perampanel,0,4,5,2,1,1,0,0,0,1
focal epilepsy <> phenobarbital,1,5,7,4,7,16,2,3,9,1
focal epilepsy <> phenytoin,1,5,17,4,12,30,3,3,19,1
focal epilepsy <> steroid,0,1,1,1,1,1,0,0,1,1
focal epilepsy <> ucb l059,1,2,3,1,1,1,0,1,0,1
focal epilepsy <> valproate,1,5,11,4,13,23,3,7,15,1
focal epilepsy <> valproic acid,1,2,9,4,7,12,2,4,8,1
focal epilepsy <> ykp3089,1,1,1,2,1,1,0,0,1,1
fragile x syndrome <> bpn14770,1,1,3,5,1,3,2,1,3,1
fragile x syndrome <> cannabidiol,0,1,2,2,1,1,0,0,1,1
fragile x syndrome <> lovastatin,0,1,2,1,1,1,1,0,1,1
fragile x syndrome <> metformin,0,1,1,3,4,4,2,2,1,1
"friedreich ataxia <> agents, iron chelating",0,2,2,2,2,2,0,0,1,1
friedreich ataxia <> idebenone,0,1,0,1,1,1,0,0,0,1
friedreich ataxia <> interferon gamma,0,1,2,3,1,1,0,0,0,1
friedreich ataxia <> pioglitazone,0,1,1,2,1,1,0,0,1,1
gangliosidosis <> miglustat,1,2,0,4,2,2,0,0,1,1
gaucher disease <> eliglustat,1,2,6,3,2,3,2,0,2,1
gaucher disease <> eliglustat tartrate,0,1,2,3,2,2,2,0,2,1
gaucher disease <> genz-112638,1,1,2,3,2,5,3,0,5,1
gaucher disease <> glucosylceramidase,0,0,0,1,1,1,0,0,0,1
gaucher disease <> miglustat,1,1,0,3,3,4,1,0,2,1
generalized anxiety disorder <> benzodiazepine,0,1,2,2,3,3,0,1,1,1
generalized anxiety disorder <> buspirone,0,1,2,2,3,4,0,1,3,1
generalized anxiety disorder <> fluoxetine,0,1,1,1,1,1,0,1,1,1
generalized anxiety disorder <> pregabalin,0,1,2,1,1,1,0,0,1,1
generalized anxiety disorder <> sertraline,0,0,0,0,1,1,0,0,0,1
generalized anxiety disorder <> ssris,0,0,0,0,1,1,0,0,0,1
generalized anxiety disorder <> valproate,0,1,1,2,1,1,1,0,1,1
generalized anxiety disorder <> ziprasidone,1,1,1,2,1,1,1,0,1,1
glaucomatous atrophy of optic disk <> timolol,0,1,1,3,1,1,0,0,1,1
glioblastoma <> angiotensin-ii inhibitor,0,0,0,1,1,1,0,0,1,1
glioblastoma <> anti-vegf humanized monoclonal antibody,1,2,4,4,7,11,2,3,10,1
glioblastoma <> avastin,0,2,1,1,1,1,0,1,1,1
glioblastoma <> bevacizumab,1,2,9,4,8,16,1,2,14,1
glioblastoma <> chemotherapy,1,1,7,5,1,4,1,1,4,1
glioblastoma <> cilengitide,1,2,3,2,3,3,0,1,2,1
"glioblastoma <> colony-stimulating factor, granulocyte-macrophage",1,2,4,3,3,3,0,1,1,1
"glioblastoma <> compounds, nitrosourea",1,2,2,1,2,2,0,1,0,1
glioblastoma <> disulfiram,0,2,3,3,4,5,0,2,4,1
glioblastoma <> immunoconjugate,1,1,1,0,1,1,0,1,0,1
"glioblastoma <> inhibitor, angiogenesis",0,2,5,3,4,5,0,1,3,1
glioblastoma <> ipilimumab,1,1,3,4,2,3,0,1,3,1
glioblastoma <> marizomib,1,1,0,2,2,2,0,1,2,1
glioblastoma <> nimotuzumab,1,1,0,2,1,1,0,0,1,1
glioblastoma <> nivolumab,0,1,0,1,1,1,0,0,1,1
glioblastoma <> o(6)-benzylguanine,1,1,1,0,1,1,0,1,0,1
glioblastoma <> snake venom,1,2,4,3,4,4,0,1,3,1
glioblastoma <> steroid,0,0,0,2,1,1,0,0,0,1
glioblastoma <> trametinib,0,1,2,1,2,2,1,1,2,1
glioblastoma <> vb-111,0,2,0,3,1,1,0,1,0,1
"glioma <> acid, aminolevulinic",1,1,5,5,7,12,0,2,6,1
glioma <> bevacizumab,1,2,13,5,16,41,4,15,33,1
glioma <> carboplatin,1,3,5,3,5,12,1,5,6,1
glioma <> carmustine,1,3,10,5,8,24,2,10,8,1
glioma <> copper,1,2,2,3,2,2,0,1,1,1
glioma <> dexmedetomidine,0,1,1,2,1,1,1,1,1,1
glioma <> dextromethorphan,1,2,4,4,4,7,1,0,4,1
glioma <> disulfiram,0,2,2,3,1,2,0,1,1,1
glioma <> etoposide,1,2,1,3,3,3,0,0,0,1
glioma <> fluorescein,1,2,1,3,2,3,0,2,2,1
glioma <> monoclonal antibody,1,1,1,4,2,2,0,1,2,1
glioma <> temozolomide,1,2,31,5,21,105,9,37,64,1
glioma <> valproate,1,2,7,4,6,10,1,5,6,1
glioma <> valproic acid,1,1,6,4,5,8,1,5,5,1
glioma <> vorinostat,1,2,7,5,6,9,1,2,7,1
gm1 gangliosidosis <> miglustat,1,1,0,1,1,1,0,0,1,1
gm2 gangliosidosis <> miglustat,1,2,0,4,3,3,0,0,2,1
gne myopathy <> n acetylneuraminic acid,1,1,1,2,2,2,0,1,2,1
grade iii glioma <> carmustine,0,1,0,1,1,1,0,1,1,1
grade iii glioma <> temozolomide,0,1,0,1,1,1,0,1,1,1
growth hormone-producing pituitary gland adenoma <> somatostatin analog,0,0,0,1,1,1,0,1,0,1
guillain-barre syndrome <> intravenous immunoglobulins,1,2,2,4,4,4,1,1,3,1
guillain-barre syndrome <> oxaliplatin,0,1,2,1,1,1,0,0,1,1
"guillain-barre syndrome, familial <> intravenous immunoglobulins",0,1,1,3,1,1,0,1,1,1
head injury <> aspirin,0,1,1,2,1,1,0,0,0,1
"headache disorder <> 2 inhibitor, cyclooxygenase",0,1,1,1,1,1,1,0,1,1
headache disorder <> aspirin,1,2,2,2,2,2,0,0,0,1
headache disorder <> atogepant,0,1,1,0,1,1,1,1,1,1
headache disorder <> cgrp antagonist,0,1,1,2,1,1,0,0,1,1
headache disorder <> dexamethasone,1,1,1,2,1,1,0,0,0,1
headache disorder <> dihydroergotamine,0,1,1,3,1,1,1,1,0,1
"headache disorder <> dinitrate, isosorbide",1,1,0,2,1,1,0,0,0,1
headache disorder <> eletriptan,1,1,0,2,1,1,0,0,1,1
headache disorder <> esketamine,0,0,0,0,1,1,1,0,1,1
headache disorder <> flunarizine,1,2,2,2,2,2,0,0,1,1
headache disorder <> fremanezumab,0,1,1,0,1,1,0,0,1,1
headache disorder <> haloperidol,0,1,1,2,1,1,0,0,1,1
headache disorder <> hydrocortisone,0,1,0,0,1,1,0,0,1,1
headache disorder <> isosorbide,1,1,0,2,1,1,0,0,0,1
headache disorder <> isosorbide mononitrate,1,1,0,2,1,1,0,0,0,1
headache disorder <> ketamine,1,1,1,1,1,1,0,0,1,1
headache disorder <> lacosamide,0,1,1,1,1,1,0,1,1,1
headache disorder <> lidocaine,1,2,1,4,3,4,0,0,2,1
headache disorder <> magnesium,0,1,1,2,1,1,0,0,1,1
headache disorder <> melatonin,0,1,1,1,1,1,1,0,1,1
headache disorder <> metoclopramide,0,1,1,1,1,1,0,0,1,1
headache disorder <> migraine,0,1,1,1,1,1,1,0,1,1
headache disorder <> morphine,0,1,2,4,3,4,3,1,3,1
headache disorder <> neostigmine,1,1,1,1,1,1,1,1,0,1
headache disorder <> nitroglycerin,1,3,2,4,3,5,0,1,3,1
"headache disorder <> oxide, nitrous",1,1,0,2,1,1,0,0,0,1
"headache disorder <> sulfate, magnesium",0,1,1,2,1,1,0,0,1,1
headache disorder <> sumatriptan,1,4,3,4,7,9,1,1,4,1
headache disorder <> triptan,0,2,2,3,2,2,2,0,2,1
headache disorder <> valproate,1,3,4,4,6,8,5,4,6,1
headache disorder <> valproate sodium,1,0,0,0,2,2,2,2,1,1
headache disorder <> verapamil,0,0,0,0,0,1,0,1,1,1
hearing loss disorder <> am 111,1,1,1,3,1,3,0,1,3,1
hearing loss disorder <> cisplatin,1,4,3,3,4,8,0,1,8,1
hearing loss disorder <> dexamethasone,1,4,7,5,7,13,6,4,11,1
hearing loss disorder <> diphosphonate,1,2,2,3,2,2,1,0,1,1
hearing loss disorder <> endogenous antioxidants,0,2,1,2,2,3,3,2,2,1
hearing loss disorder <> sens-401,0,1,1,1,1,1,0,1,1,1
hearing loss disorder <> thioctic acid,0,2,1,4,1,3,0,0,1,1
hepatic encephalopathy <> acetylcysteine,0,2,3,3,4,5,0,1,4,1
"hepatic encephalopathy <> amino acids, branched chain",0,1,2,1,2,3,0,0,1,1
hepatic encephalopathy <> granulocyte colony stimulating factor,0,1,2,3,1,1,0,1,1,1
hepatic encephalopathy <> l-ornithine l-aspartate,0,1,1,1,1,1,0,0,0,1
hepatic encephalopathy <> melatonin,0,1,1,2,2,2,0,0,1,1
hepatic encephalopathy <> nifuroxazide,0,1,1,2,1,1,0,1,1,1
hepatic encephalopathy <> ornithine phenylacetate,1,1,3,2,2,2,0,0,2,1
hereditary attention deficit-hyperactivity disorder <> methylphenidate,1,2,3,3,1,1,0,0,1,1
hereditary inclusion-body myopathy <> n acetylneuraminic acid,1,1,2,2,2,2,0,0,2,1
heroin dependence <> naltrexone,1,1,1,1,1,1,1,0,1,1
heroin dependence <> opioid,0,1,0,1,1,1,0,0,1,1
heroin dependence <> opioid antagonist,0,1,0,1,1,1,0,0,1,1
herpes simplex encephalitis <> acyclovir,1,4,5,3,8,12,1,4,6,1
herpes zoster <> acyclovir,0,0,0,1,0,1,0,0,0,1
herpes zoster <> amitriptyline,1,1,1,1,1,1,0,0,1,1
herpes zoster <> brivudine,0,1,2,3,1,1,0,0,1,1
herpes zoster <> bromodeoxyuridine,0,1,2,3,1,1,0,0,1,1
herpes zoster <> foscarnet,0,1,2,3,1,1,0,0,1,1
herpes zoster <> fosphenytoin,1,1,1,0,1,1,0,0,1,1
herpes zoster <> immune serums,1,1,0,1,1,2,0,0,1,1
herpes zoster <> ketamine,1,1,1,1,1,1,0,0,1,1
herpes zoster <> phenytoin,1,1,1,0,1,1,0,0,1,1
herpes zoster <> varicella-zoster immune globulin,1,1,0,1,1,2,0,0,1,1
high grade astrocytic tumor <> angiotensin-ii inhibitor,0,0,0,1,1,1,0,0,1,1
high grade astrocytic tumor <> anti-vegf humanized monoclonal antibody,1,2,4,4,7,11,2,3,10,1
high grade astrocytic tumor <> avastin,0,2,1,1,1,1,0,1,1,1
high grade astrocytic tumor <> bevacizumab,1,2,9,4,8,16,1,2,14,1
high grade astrocytic tumor <> carmustine,1,2,5,3,4,7,0,5,1,1
high grade astrocytic tumor <> cilengitide,1,2,3,2,3,3,0,1,2,1
"high grade astrocytic tumor <> colony-stimulating factor, granulocyte-macrophage",1,2,4,3,3,3,0,1,1,1
"high grade astrocytic tumor <> compounds, nitrosourea",1,2,2,1,2,2,0,1,0,1
high grade astrocytic tumor <> disulfiram,0,2,3,3,4,5,0,2,4,1
high grade astrocytic tumor <> immunoconjugate,1,1,1,0,1,1,0,1,0,1
"high grade astrocytic tumor <> inhibitor, angiogenesis",0,2,5,3,4,5,0,1,3,1
high grade astrocytic tumor <> ipilimumab,1,1,3,4,2,3,0,1,3,1
high grade astrocytic tumor <> marizomib,1,1,0,2,2,2,0,1,2,1
high grade astrocytic tumor <> nimotuzumab,1,1,0,2,1,1,0,0,1,1
high grade astrocytic tumor <> nivolumab,0,1,0,1,1,1,0,0,1,1
high grade astrocytic tumor <> o(6)-benzylguanine,1,1,1,0,1,1,0,1,0,1
high grade astrocytic tumor <> snake venom,1,2,4,3,4,4,0,1,3,1
high grade astrocytic tumor <> steroid,0,0,0,2,1,1,0,0,0,1
high grade astrocytic tumor <> temozolomide,0,1,4,3,3,3,0,2,2,1
high grade astrocytic tumor <> trametinib,0,1,2,1,2,2,1,1,2,1
high grade astrocytic tumor <> vb-111,0,2,0,3,1,1,0,1,0,1
homocystinuria <> 5-methyltetrahydrofolate,0,0,0,1,1,1,0,0,0,1
homocystinuria <> b vitamins,1,1,2,2,1,1,1,1,1,1
"homocystinuria <> b12, vitamin",0,2,3,3,2,4,0,1,3,1
homocystinuria <> choline,0,1,1,1,1,1,0,1,1,1
homocystinuria <> folate,1,2,4,2,3,5,2,1,2,1
homocystinuria <> folic acid,0,0,0,0,0,1,0,0,0,1
homocystinuria <> levomefolate,0,0,0,1,1,1,0,0,0,1
homocystinuria <> mecobalamin,0,1,1,2,1,1,0,0,1,1
homocystinuria <> pyridoxine,0,1,1,1,1,1,0,1,1,1
homocystinuria <> vitamin b complex,1,1,2,2,1,1,1,1,1,1
homocystinuria <> vitamin b6,1,2,3,2,3,3,1,2,2,1
huntington disease <> erythropoietin,1,1,3,2,1,1,1,1,1,1
huntington disease <> ethyl-epa,1,1,1,3,1,1,0,0,1,1
huntington disease <> iron,1,2,5,3,1,5,2,3,3,1
huntington disease <> metformin,0,2,1,5,4,7,3,2,5,1
huntington disease <> minocycline,1,2,8,3,5,7,2,3,7,1
huntington disease <> neuroleptics,0,1,1,1,1,1,0,0,1,1
huntington disease <> pridopidine,0,2,2,2,1,1,0,0,1,1
huntington disease <> riluzole,0,1,1,3,3,3,0,0,1,1
huntington disease <> tetrabenazine,1,1,1,2,1,1,0,0,0,1
hydrocephalus <> erythropoietin,1,1,1,2,2,2,0,1,1,1
hydrops fetalis <> angiotensin receptor neprilysin inhibitor,0,2,2,1,1,1,1,1,1,1
hydrops fetalis <> dapagliflozin,0,0,0,2,1,1,0,1,0,1
hydrops fetalis <> diphosphonopentaosylceramide,0,0,0,2,1,1,0,1,0,1
hydrops fetalis <> lcz 696,0,1,1,1,1,1,0,1,0,1
hydrops fetalis <> levothyroxine,0,1,1,1,1,1,0,0,1,1
hydrops fetalis <> tolvaptan,0,1,0,0,1,1,0,0,1,1
hydrops fetalis <> valsartan,0,1,1,1,1,1,0,1,0,1
"hyperalgesia <> 2 inhibitor, cyclooxygenase",1,2,9,4,10,21,2,5,21,1
hyperalgesia <> acetaminophen,0,2,3,4,4,5,2,0,4,1
hyperalgesia <> alkaloid opiates,0,2,4,1,2,3,0,0,3,1
hyperalgesia <> anti-inflammatory,0,1,1,2,1,1,0,0,1,1
hyperalgesia <> bupivacaine,0,1,1,4,5,8,4,3,8,1
hyperalgesia <> clonidine,1,2,5,3,8,17,7,8,14,1
hyperalgesia <> codeine,0,3,4,2,4,4,2,1,4,1
hyperalgesia <> dexamethasone,1,2,7,5,6,18,2,2,15,1
hyperalgesia <> dexmedetomidine,1,2,3,3,5,5,2,1,5,1
hyperalgesia <> esketamine,0,2,2,2,3,3,2,1,3,1
hyperalgesia <> etoricoxib,1,1,1,1,1,1,0,0,1,1
hyperalgesia <> fentanyl,0,1,2,4,4,6,1,3,5,1
hyperalgesia <> gabapentin,0,4,13,4,8,14,3,6,11,1
hyperalgesia <> ketamine,1,2,4,4,9,13,5,4,12,1
hyperalgesia <> ketoprofen,1,2,4,4,4,5,3,2,5,1
hyperalgesia <> ketorolac,0,2,2,2,2,3,1,0,3,1
hyperalgesia <> lidocaine,0,1,1,3,3,7,4,4,6,1
hyperalgesia <> magnesium,1,1,1,1,1,1,0,0,1,1
hyperalgesia <> morphine,1,3,21,4,14,52,13,12,37,1
hyperalgesia <> n methylaspartate,0,2,2,3,3,5,1,1,3,1
hyperalgesia <> nefopam,0,2,3,2,1,2,0,0,2,1
hyperalgesia <> nmda antagonists,0,1,2,2,2,2,0,0,2,1
hyperalgesia <> nsaid,0,1,1,2,2,3,1,1,3,1
hyperalgesia <> nsaids,1,2,3,4,6,7,4,2,7,1
hyperalgesia <> opioid,1,2,7,4,7,16,3,3,14,1
hyperalgesia <> oxytocin,1,2,3,4,4,5,0,0,5,1
hyperalgesia <> parecoxib,1,2,3,2,2,2,0,1,2,1
hyperalgesia <> pregabalin,0,1,4,3,3,4,2,3,4,1
hyperalgesia <> propranolol,0,1,2,2,6,7,1,0,5,1
hyperalgesia <> remifentanil,1,1,1,1,1,1,0,0,1,1
hyperalgesia <> ropivacaine,0,1,1,2,1,1,0,0,1,1
hyperalgesia <> sevoflurane,0,1,1,0,1,1,0,0,1,1
"hyperalgesia <> sulfate, magnesium",0,2,3,3,5,7,1,2,7,1
hyperalgesia <> tramadol,1,1,2,4,6,7,3,1,7,1
hyperkalemic periodic paralysis <> mexiletine,0,0,0,2,1,2,0,0,0,1
hyperpituitarism <> aripiprazole,0,1,1,1,1,1,0,0,1,1
hyperpituitarism <> cabergoline,1,2,1,2,4,5,0,0,1,1
hyperpituitarism <> dopamine agonist,1,1,1,2,1,1,0,0,0,1
hyperpituitarism <> growth hormone receptor antagonist,1,2,1,1,1,2,0,0,0,1
hyperpituitarism <> insulin,1,0,1,1,1,1,0,0,0,1
hyperpituitarism <> lanreotide,1,1,1,1,1,1,0,0,0,1
hyperpituitarism <> octreotide,1,2,0,2,2,2,0,0,1,1
hyperpituitarism <> pasireotide,0,1,0,1,1,1,0,0,0,1
hyperpituitarism <> somatostatin,1,3,2,3,4,4,1,0,1,1
hyperpituitarism <> somatostatin analog,1,1,0,1,1,1,0,0,0,1
hyperpituitarism <> srls,0,0,0,1,1,1,0,0,1,1
hyperprolactinemia <> aripiprazole,0,1,1,1,1,1,0,0,1,1
hyperprolactinemia <> cabergoline,1,0,0,0,1,1,0,0,0,1
hyperprolactinemia <> dopamine agonist,1,1,1,2,1,2,0,1,1,1
hypersomnia <> modafinil,1,2,1,1,1,1,0,0,1,1
hypersomnia <> oxybate,0,1,2,2,1,1,0,0,1,1
hypertrophic cardiomyopathy <> adenosine,1,1,0,3,1,1,0,1,0,1
hypertrophic cardiomyopathy <> atenolol,0,1,0,0,1,1,0,0,0,1
hypertrophic cardiomyopathy <> atorvastatin,0,1,0,1,1,1,0,1,0,1
hypertrophic cardiomyopathy <> diltiazem,0,4,7,5,2,4,0,1,2,1
hypertrophic cardiomyopathy <> empagliflozin,0,1,1,4,1,1,0,1,1,1
hypertrophic cardiomyopathy <> ethanol,0,1,0,1,1,1,0,1,0,1
hypertrophic cardiomyopathy <> hydroxymethylglutaryl coa reductase inhibitors,0,1,1,2,1,1,0,0,1,1
hypertrophic cardiomyopathy <> losartan,0,1,1,1,1,2,1,1,1,1
hypertrophic cardiomyopathy <> mavacamten,1,1,1,0,1,1,0,0,1,1
hypertrophic cardiomyopathy <> metoprolol,0,1,1,1,1,1,0,0,0,1
hypertrophic cardiomyopathy <> myk-461,0,1,2,1,1,2,1,1,1,1
hypertrophic cardiomyopathy <> valsartan,0,1,2,3,1,3,1,1,3,1
hypertrophic cardiomyopathy <> verapamil,0,2,3,3,3,4,0,1,2,1
hypokalemic periodic paralysis <> dichlorphenamide,0,1,1,3,1,2,0,0,2,1
hypomania <> lamotrigine,0,1,1,0,1,1,0,1,0,1
idiopathic cardiomyopathy <> verapamil,0,1,0,1,1,1,1,0,1,1
idiopathic generalized epilepsy <> aeds,1,3,7,5,9,18,3,5,11,1
idiopathic generalized epilepsy <> anticonvulsant,0,1,4,1,1,1,1,0,0,1
idiopathic generalized epilepsy <> antiepileptic,1,3,9,5,9,19,2,6,11,1
idiopathic generalized epilepsy <> cannabidiol,1,3,6,4,6,9,1,4,8,1
idiopathic generalized epilepsy <> carbamazepine,1,6,17,5,11,38,3,10,13,1
idiopathic generalized epilepsy <> clobazam,0,2,4,4,4,6,1,2,1,1
idiopathic generalized epilepsy <> clonazepam,1,2,13,5,8,19,0,8,5,1
idiopathic generalized epilepsy <> diazepam,1,5,25,5,21,79,7,13,41,1
idiopathic generalized epilepsy <> felbamate,0,2,6,3,6,9,1,2,5,1
idiopathic generalized epilepsy <> fluoxetine,1,1,0,2,1,1,0,0,1,1
idiopathic generalized epilepsy <> lacosamide,0,2,1,1,2,2,0,1,1,1
idiopathic generalized epilepsy <> lamotrigine,1,2,7,4,6,9,0,1,2,1
idiopathic generalized epilepsy <> levetiracetam,1,2,5,4,5,7,1,3,2,1
idiopathic generalized epilepsy <> melatonin,0,2,6,3,4,7,2,0,3,1
idiopathic generalized epilepsy <> naloxone,1,6,11,4,7,23,0,1,14,1
idiopathic generalized epilepsy <> naltrexone,1,2,6,4,3,15,1,3,14,1
idiopathic generalized epilepsy <> perampanel,1,1,1,1,1,1,0,0,1,1
idiopathic generalized epilepsy <> phenytoin,1,6,22,5,15,64,7,15,22,1
idiopathic generalized epilepsy <> phenytoin sodium,1,2,0,2,0,1,0,0,0,1
idiopathic generalized epilepsy <> pregabalin,0,1,2,2,1,4,1,3,4,1
idiopathic generalized epilepsy <> ssris,0,1,1,0,1,1,0,0,1,1
idiopathic generalized epilepsy <> topiramate,1,2,3,3,1,2,0,0,0,1
idiopathic generalized epilepsy <> valproate,1,3,26,5,16,61,7,17,31,1
idiopathic generalized epilepsy <> zonisamide,1,2,4,3,4,7,0,2,5,1
idiopathic inflammatory myopathy <> glucocorticoids,1,1,1,2,1,1,0,0,0,1
impulse control disorder <> naltrexone,1,1,1,0,1,1,1,0,0,1
"impulsive aggression <> hydrochloride, molindone",1,2,4,2,1,1,0,0,1,1
impulsive aggression <> molindone,1,2,4,2,1,1,0,0,1,1
incisional hyperalgesia <> morphine,0,1,1,1,1,1,0,0,0,1
infantile spasms <> pyridoxine,1,1,1,3,1,1,1,0,0,1
infantile spasms <> vigabatrin,1,1,2,4,2,2,0,0,2,1
infectious meningitis <> cefotaxime,0,1,1,0,0,1,0,0,0,1
infectious meningitis <> ceftriaxone,1,2,7,3,7,10,1,1,6,1
infectious meningitis <> chloramphenicol,0,1,1,0,0,1,0,0,0,1
infectious meningitis <> ciprofloxacin,0,1,1,4,2,3,0,1,1,1
infectious meningitis <> gentamicin,0,0,0,0,1,1,0,0,0,1
infectious meningitis <> glycerin,0,1,1,2,1,1,0,0,0,1
infectious meningitis <> penicillin g,0,1,2,1,1,2,0,1,1,1
infectious meningitis <> steroid,1,2,2,3,3,5,2,5,2,1
